Référence	ContexteGauche	Pivot	ContexteDroit
eneas1, p. 22, v. 703	et monta an un palefroi ; set vinz an fist monter o soi, et	chevalcha_|chevaucher|_VERcjg	droit vers Cartage, si com lo moinent li mesage qui devant i orent esté
eneas1, p. 22, v. 708	. Ainz none vint an la cité. Si home vont de devant lui et	chevalchoient_|chevaucher|_VERcjg	dui et dui ; borjois, dames et chevaliers et an rues et an soliers
eneas1, p. 109, v. 3581	aloënt pas por vener, mais por lo damoisel garder. Molt ont erré et	chevalchié_|chevaucher|_VERppe	; de lor chastel sont forsloignié, tant qu'el bois antrent de Laurente.
eneas1, p. 113, v. 3698	est de rien aseürez ; cent chevaliers tres bien armez li envoia hastivement. Cil	chevalchent_|chevaucher|_VERcjg	serreement, si com li escuiers les moine. Cil se deffandoient a poine,
eneas1, p. 122, v. 4008	mielz que la bialté. Molt par ert bele la raïne. Vers l'ost	chevalche_|chevaucher|_VERcjg	la meschine ; chevous ot sors, lons jusqu'as piez, a un fil
eneas1, p. 124, v. 4047	Ele an ot antroverz les pans, que li parut li destre flans, et	chevalchot_|chevalchot|_VERcjg	un palefroi qui soz li moine grant esfroi. Unques ne fu tant gente beste
eneas1, p. 155, v. 5095	De Laurente venoit uns cuens vers l'ost, qui avoit nom Volcens, et	chevalchoit_|chevaucher|_VERcjg	a l'anjornee ; idonc ert la lune levee. Il amenoit o lui grant
eneas2, p. 40, v. 7236	issuz ; defors estoit au plain venuz. Il se sont bien antrechoisi, pres	chevauchent_|chevaucher|_VERcjg	li enemi, mais ne se vollent aprochier por joster ne por tornoier, car
eneas2, p. 91, v. 8902	a l'avesprer del jor, si s'en retorna Eneas, vers l'ost	chevalche_|chevaucher|_VERcjg	tot lo pas, la cité regardot sovant et donc redisoit a sa gent que
eneas2, p. 100, v. 9201	gent mena o soi, si rest alez enz el gravoi. Vers la cité	chevalcha_|chevaucher|_VERcjg	droit, la s'arestut ou il soloit, tot droitement desoz la tor,
floire_jl, p. 21, v. 68	païs ; ne fu nus jors k'o sa maisnie ne fust li rois en	chevaucie_|chevauchée|_NOMcom	. Viles reuboit, avoirs praoit et a ses nés tot conduisoit. De.XV.
mf, LANVAL, p. 88, v. 512	cel esfrei, Deus puceles de gent cunrei, Vestues de deus palies freis -	Chevauchent_|chevauchent|_VERcjg	deus muls espanneis - Virent venir la rue aval. Grant joie en eurent li
mf, LANVAL, p. 89, v. 551	une pucele. En tut le siecle n'ot plus bele ! Un blanc palefrei	chevauchot_|chevauchot|_VERcjg	, Ki bel e suëf la portot ; Mut ot bien fet e col e
mf, CHIEVREFOIL, p. 153, v. 79	: Ne vus sanz mei, ne jeo sanz vus. » La reïne vait	chevachant_|chevachant|_VERppa	. Ele esgardat tut un pendant, Le bastun vit, bien l'aparceut,
CommPsia1a, p. 142	Dei la verrunt il que Antichristus mar i vint et il meïsme avrunt a folie	chevalciét_|chevalciét|_VERppe	. Et ço est que dist : Sciant gentes, cil qui en Antichrist avrunt
ErecKu, p. 1, v. 115	, ce saichiez de voir ; je ne puis pas meillor avoir. » Lors	chevalchent_|chevauchier|_VERcjg	a grant esploit, an la forest vienent tot droit. Cil qui devant erent
ErecKu, p. 1, v. 143	, la lance el poing. La reïne le vit de loing ; delez lui	chevalchoit_|chevauchier|_VERcjg	a destre une pucele de bel estre ; devant ax, sor.i. grant roncin
ErecKu, p. 7, v. 747	oste ; aprés les sivent amedui li sires et la dame o lui. Erec	chevalche_|chevauchier|_VERcjg	lance droite, delez lui la pucele adroite. Tuit l'esgardent parmi les rues
ErecKu, p. 4, v. 795	Li chevaliers va devant toz, lez lui sa pucele et son goz ; mout	chevalche_|chevauchier|_VERcjg	orguilleusemant vers l'esprevier isnelemant, mes antor avoit si grant presse de la vilainne
ErecKu, p. 2, v. 1375	plus tost del palefroi ; einz nus hom ne vit son desroi, uns anfes	chevalchier_|chevauchier|_VERinf	le puet, tex est com a pucele estuet, qu'il n'est onbrages
ErecKu, p. 2, v. 1380	n'est ragis. Qui meillor quiert ne set qu'il vialt ; qui le	chevalche_|chevauchier|_VERcjg	ne s'an dialt, einz va plus a eise et soef que s'il
ErecKu, p. 2, v. 1420	pucele et le chevalier. Tuit sont monté, et li cuens monte. Erec	chevalche_|chevauchier|_VERcjg	lez le conte et delez sa bele amie, qui l'esprevier n'oblia mie
ErecKu, p. 2, v. 1497	; onques.ii. si beles ymages n'asanbla lois ne mariages. Tant ont ansanble	chevalchié_|chevauchier|_VERppe	qu'a droit midi ont aprochié le chastel de Caradigan, ou an.ii. les atandoit
ErecKu, p. 10, v. 2575	et cil qui m'an blasment ont droit. Apareilliez vos or androit, por	chevauchier_|chevauchier|_VERinf	vos aprestez ; levez de ci, si vos vestez de vostre robe la plus
ErecKu, p. 11, v. 2771	a moi, se ge ne vos aresne avant. Alez grant aleüre avant et	chevauchiez_|chevauchier|_VERcjg	tot aseür. - Sire, fet ele, a boen eür. » Devant
ErecKu, p. 11, v. 2797	, et s'estoient armé tuit troi. Mout coveita le palefroi qu'Enyde venoit	chevalchant_|chevauchier|_VERppa	. « Savez, seignor, que vos atant ? fet il a ses.ii.
ErecKu, p. 12, v. 3080	tot ; et il s'an vont, les chevax an mainnent toz huit.	Chevauchié_|chevauchier|_VERppe	ont jusqu'a la nuit, ne vile ne recet ne virent ; A l'
ErecKu, p. 14, v. 3534	abrivé, de mautalant tuit aïré de celui c'onques mes ne virent. Erec	chevalche_|chevauchier|_VERcjg	; cil le virent, einz qu'il se fust anforestez ; lors s'an
ErecKu, p. 14, v. 3546	a cist cuens anvaï, qui por vos amainne tel ost ! Sire, car	chevalchiez_|chevauchier|_VERcjg	plus tost tant qu'an cele forest fussiens ; espoir tost eschaperiens : cil sont
ErecKu, p. 15, v. 3930	et trez. El tref le roi estoit antrez messire Gauvains toz lassez, qui	chevalchié_|chevauchier|_VERppe	avoit assez. Devant son tref estoit uns charmes, la ot.i. escu de
ErecKu, p. 18, v. 4543	la novele le roi Artus et la reïne. Erec tote voie ne fine de	chevalchier_|chevauchier|_VERinf	a grant esploit la ou Enyde l'atandoit, qui puis ot eü grant deshet
ErecKu, p. 18, v. 4696	; Erec ont mis sus tot anvers ; si ont.ii. chevax atelez. Enyde	chevauchoit_|chevauchier|_VERcjg	delez, qui de son duel fere ne fine ; sovant se pasme et chiet
ErecKu, p. 20, v. 5133	bruit. Au matinet sont esvellié, si resont tuit aparellié de monter et de	chevauchier_|chevauchier|_VERinf	. Erec ot mout son cheval chier, que d'autre chevalchier n'ot cure
ErecKu, p. 20, v. 5135	monter et de chevauchier. Erec ot mout son cheval chier, que d'autre	chevalchier_|chevauchier|_VERinf	n'ot cure. Enyde ont bailliee une mure, qui perdu ot son palefroi
ErecKu, p. 21, v. 5319	brachet et maint levrier fist Guivrez avoec ax porter por aus deduire et deporter.	Chevalchié_|chevauchier|_VERppe	ont, des le matin jusqu'al vespre, le droit chemin, plus de
ErecKu, p. 22, v. 5719	et tuit li autre. Erec aloit, lance sor fautre, parmi le vergier	chevauchant_|chevauchier|_VERppa	, qui mout se delitoit el chant des oisiax qui leanz chantoient, qui la
ErecKu, p. 25, v. 6523	et de gent mout bien atornee. Chascun jor font mout grant jornee ; tant	chevalchierent_|chevauchier|_VERcjg	chascun jor qu'a grant joie et a grant enor, la voille de Natevité
becket, p. 3, v. 93	De basse gent fu nez ; Deu l'eslist veirement : Sur les enemis Deu	chevalcha_|chevaucher|_VERcjg	lungement, Tant que il trespassa le Deu comandement, E tut pur coveitise.
becket, p. 12, v. 359	En Normendie rot sun seignur grant mestier, E jeol vi sur Franceis plusurs feiz	chevalchier_|chevaucher|_VERinf	. De ses bosines fist le rei mult avancier. Li siecles est malveis,
becket, p. 44, v. 1419	ot tenu Johan sun dreit plenier. Il fu emferms al jur e ne pot	chevalchier_|chevaucher|_VERinf	; A dous des suens a fet le jor essunïer. Cel esoine ne volt
becket, p. 65, v. 2096	jument amena ; Cristïen unt munté. Tut a as li unt fait dous liwes	chevalchier_|chevaucher|_VERinf	, Ne mais que d'une chape qu'unt fait suz li pleier. Dunc
becket, p. 183, v. 5948	langes, pur sa char castïer, En une chape a pluie, u soleit	chevalchier_|chevaucher|_VERinf	, Tut contremunt la vile ala par le perrier. A Deu se volt par
becket, p. 188, v. 6098	, Grant processiun vit aler lez le clochier : El senestre reng vit saint Thomas	chevalchier_|chevaucher|_VERinf	, E un clerc luinz de lui, mais nel solt entercier ; Le rei
becket, p. 188, v. 6117	. Idunches s'en ala li clers repurpensant Coment i avendra ; mais la vint	chevalchant_|chevaucher|_VERppa	: Mult i aveit mis gemmes e mult or reluisant, E mult bien i
BenDuc1b, p. 332, v. 10784	les milliers ne les cenz, Mais moct par l'a fiere jostee ; Puis	chevauche_|chevaucher|_VERcjg	vers lor contree. Tant unt erré que sus Coisnon Furent tendu lor paveillon ;
BenDuc1b, p. 333, v. 10818	a Roem en Normendie, E li Breton sunt alié, Si unt aprés lui	chevauchié_|chevaucher|_VERppe	E seü l'unt od granz mesnees. De tex viles unt essillees Qui moct
BenDuc1b, p. 333, v. 10831	: En petit d'ore en oct assez Prez de bataille e conreez ; Puis	chevauche_|chevaucher|_VERcjg	vers les Bretons Iriez e marriz e felons. Tant espleitent qu'il se sunt
BenDuc1b, p. 346, v. 11279	unt fait joster ; Moct en orent a desmesure ; Felon, traïtor e parjure	Chevaucherent_|chevaucherent|_VERcjg	vers Roem dreit Ce que il porent a espleit. Sanz content unt Seigne passee
BenDuc1b, p. 356, v. 11628	ne li faudront, Ne un d'eus toz n'i fera faille. Dunc	chevauchent_|chevaucher|_VERcjg	vers la bataille Son la maniere daciene, E son la costume anciene Serrent lor
BenDuc1b, p. 356, v. 11632	daciene, E son la costume anciene Serrent lor genz e lor conreiz. Dunc	chevachent_|chevachent|_VERcjg	vers l'ost estreiz ; Lur enseignes al vent despleient Si que lor enemis les
BenDuc1b, p. 429, v. 14214	encharge Cum il fornirunt lor message. Quant meü sunt li messagier Ne finerent de	chevaucher_|chevaucher|_VERinf	Deci que al duc sunt venuz. Servise, amistiez e saluz Li rendent de
BenDuc1b, p. 435, v. 14435	maint cheval Out la u il furent josté E maint vaillant cors alosé. Dreit	chevaucherent_|chevaucher|_VERcjg	vers Amiens, Mais quens Ernous, li feus, li chiens, Vint desor
Fantosme, p. 6, v. 64	. El meis d'avril en Paskerez fud l'ost de France sumuns, E	chevalchent_|chevaucher|_VERcjg	es marches, laciez les gumphanuns. Li reis Henri chevalche cuntre els a espuruns
Fantosme, p. 6, v. 65	France sumuns, E chevalchent es marches, laciez les gumphanuns. Li reis Henri	chevalche_|chevaucher|_VERcjg	cuntre els a espuruns, E ot en sa cumpaigne dis mile Braibençons E maint
Fantosme, p. 8, v. 99	la pretiuse plaie, Jamés vers le rei Henri n'avrad nule appaie. Ore	chevalche_|chevaucher|_VERcjg	Lowis, si fait le jofne rei ; E Phelippe de Flandres est mis en
Fantosme, p. 10, v. 119	il en jure sa teste, Ne larrad riveier ne purchacier sa beste. Or	chevalche_|chevaucher|_VERcjg	li cuens Phelipe ovoc sa grant cumpaigne E guaste Normendië par bois e par champaigne
Fantosme, p. 14, v. 162	seisante treis. N'ad celui qui ne quide valeir un rei waleis. Or	chevalche_|chevaucher|_VERcjg	le rei Henri od tute sa meidnee ; Devers Dol en Bretaine tient l'acheminee
Fantosme, p. 18, v. 232	Bretaine ne fieus ne heritez. Adubez, seignurs, voz cors, a espleit	chevalchiez_|chevaucher|_VERcjg	! Mis fiz est de bataille trestut apparailliez ; La rente qu'il demande li
Fantosme, p. 56, v. 765	e estent sa pigace, Mercie Deu, prie que pas nel hace. Ore	chevalche_|chevaucher|_VERcjg	a seür le grant ost d'Engleterre. Li sires Richart de Luci -- nul
Fantosme, p. 58, v. 770	triewes e pais requerre La u il veit la force e li estuet requerre.	Chevalche_|chevaucher|_VERcjg	en la terre destruite e guastee, Ço est Northumberland, qui ja iert renumee
Fantosme, p. 60, v. 795	. Ne lui esteust faire, s'il n'iert de grant enfance. »	Chevalche_|chevalche|_VERcjg	e espurune si ad el cuer pesance. Mes anceis qu'il peust avenir a
Fantosme, p. 70, v. 962	la mer, Si avra Normendie perdue al passer. Si vus a Leïrcestre peussiez	chevalchier_|chevaucher|_VERinf	, Ainz que venist la Paske purriez tant aler Desqu'a la Tur de Lundres n'
Fantosme, p. 118, v. 1570	dreiz est que vus dium. Li reis d'Escoce vint l'autrier par Carduil	chevalchant_|chevaucher|_VERppa	, E dan Robert de Vaus durement maneçant, Demanda lui le chastel par itel
Fantosme, p. 128, v. 1710	avilé. Li reis iert a Audnewic od sa grant ost banie. E Odinel	chevalche_|chevaucher|_VERcjg	od la fiere cumpaignie : Willame d'Estutevile, ki tres bien le aïe,
thomas, p. 55, v. 1140	voisins a une feste por juer. Tristran i fet Ysodt mener. Caerdins li	chevauche_|chevaucher|_VERcjg	a destre e par la raigne la senestre, e vount d'envoisures plaidant.
thomas, p. 57, v. 1205	amunte ? Dirrai la sume e la fin. Entre Tristran e Kaerdin tant unt	chavalchié_|chavalchié|_VERppe	e erré qu'il vienent a une cité u Marke deit la nuit gisir.
MirNDOrl, miracle IV, p. 51, v. 22	destruire cels de Perse, Icele pute gent adverse. Jusqu'as parties de Cesarie	Chevalchat_|chevalchat|_VERcjg	l'ost al adversarie. Li buenz evesques l'encontrat, Sil reconut et saluat
CligesKu, p. 64, v. 2624	Et cil se metent a la voie, Si come gent bien atornees, Et	chevauchent_|chevauchier|_VERcjg	par lor jornees Tant que l'empereor troverent A Reneborc ; la li roverent Que
CligesKu, p. 66, v. 3366	la ne nul mehaing. La ou il ert an son esgart, Vit Cligés	chevalchier_|chevauchier|_VERinf	soi quart De vaslez qui se deportoient Et escuz et lances portoient Por behorder et
CligesKu, p. 68, v. 3873	i ot chose don lor chausist. Chascuns sor un boen cheval sist, Et	chevalchent_|chevauchier|_VERcjg	a grant esploit Vers l'ost ou mout grant duel avoit. Par tote l'
CharretteKu, p. 28, v. 269	l'autre an cingne et bote. Bien loing devant tote la rote Messire Gauvains	chevalchoit_|chevauchier|_VERcjg	; Ne tarda gaires quant il voit Venir.i. chevalier le pas Sor.i. cheval
CharretteKu, p. 28, v. 396	irai la ou tu voldras. » Atant a la voie se metent, Cil	chevalche_|chevauchier|_VERcjg	, cil dui charretent, Et ansanble une voie tindrent. De bas vespre a
CharretteKu, p. 30, v. 976	por son repeire Asez de beles chanbres feire Et sale mout grant et pleniere.	Chevauchant_|chevauchier|_VERppa	lez une riviere S'an vindrent jusqu'au herberjage Et an lor ot, por
CharretteKu, p. 34, v. 1836	de loing, Les sivent par.i. pré fauchié ; S'ont jusqu'a none	chevalchié_|chevauchier|_VERppe	Et truevent en.i. leu mout bel.I. mostier et, lez le chancel,
CharretteKu, p. 34, v. 2013	s'an part, Et cil, tant que il fu mout tart, A	chevalchié_|chevauchier|_VERppe	sanz conpaignie. Aprés vespres, androit conplie, Si com il son chemin tenoit
CharretteKu, p. 36, v. 2506	Ces, sanz plus, en avoit menez. Cel jor ont des la matinee	Chevalchié_|chevauchier|_VERppe	tresqu'a la vespree, Qu'il ne troverent aventure. Chevalchant mout grant aleüre
CharretteKu, p. 36, v. 2508	des la matinee Chevalchié tresqu'a la vespree, Qu'il ne troverent aventure.	Chevalchant_|chevauchier|_VERppa	mout grant aleüre, D'une forest mout tart issirent ; A l'issir une
CharretteKu, p. 40, v. 3496	grant jornee Tot anviron de la contree Et li estrange et li privé ; Tuit	chevalchoient_|chevauchier|_VERcjg	abrivé Tote la nuit anjusqu'au jor. D'uns et d'autres devant la
CharretteKu, p. 43, v. 4296	plus vivre ne daigne. Qant a terre cheü le voient Cil qui avoec lui	chevalchoient_|chevauchier|_VERcjg	, Si cuident que pasmez se soit, Que nus del laz ne s'aparçoit
CharretteKu, p. 52, v. 6645	pucele se desvoie Tot de gré, por ce qu'an nes voie, Et	chevalchent_|chevauchier|_VERcjg	celeemant, Car s'ele alast apertemant, Espoir assez tost lor neüst Aucuns que
YvainKu, p. 80, v. 185	voie et ce santier ; A bien pres tot le jor antier M'en alai	chevalchant_|chevauchier|_VERppa	issi Tant que de la forest issi, Et ce fu en Broceliande. De
YvainKu, p. 87, v. 2176	Et avoec lui si conpaignon, Que trestuit cil de sa mesniee Furent an cele	chevalchiee_|chevauchiee|_NOMcom	, C'uns trestoz seus n'an fu remés. Et si disoit messire Ques
YvainKu, p. 95, v. 4094	, si seoient Sor.iv. roncins qui clochoient, Meigres et foibles et redois.	Chevalchant_|chevauchier|_VERppa	vindrent lez le bois ; Uns nains, fel come boz anflez, Les ot
YvainKu, p. 98, v. 4970	palefroiz ne tarda mie, En li amainne et ele monte. Lunete, an	chevalchant_|chevauchier|_VERppa	, li conte Comant ele fu ancusee Et de traïson apelee Et comant la rez
YvainKu, p. 98, v. 5099	par sa boene aventure, Puisse desresnier sa droiture ! » Ensi entr'aus.ii.	chevalchierent_|chevauchier|_VERcjg	Parlant, tant que il aprochierent Le chastel de Pesme Aventure. De passer oltre
beroul, p. 6, v. 184	et s'ire, J'en seroie joiose et lie. S'or savoit ceste	chevauchie_|chevauchée|_NOMcom	, Cel sai je bien que ja resort, Tristran, n'avreie contre mort
beroul, p. 22, v. 685	, gel vuel. Au roi Artus, jusqu'a Carduel, Vos covendra a	chevauchier_|chevaucher|_VERinf	. Cel brief li faites desploier. Niés, de ma part le salüez,
beroul, p. 85, v. 2771	baron : Loin ont porpris la praerie. Tristran chevauchë o s'amie, Tristran	chevauche_|chevaucher|_VERcjg	et voit le merc. Souz son bliaut ot son hauberc ; Quar grant poor
beroul, p. 91, v. 2955	s'en vient aprés le roi, Qui l'atendoit a un chaumoi. Ore	chevauchent_|chevaucher|_VERcjg	li baron Vers la cité tot a bandon. Tote la gent ist de la
beroul, p. 104, v. 3391	Va, dont viens tu ? - J'aport novele : La defors a un	chevauchant_|chevaucher|_VERppa	, A grant besoin te va querant. » Atant estes vos Pirinis : Esgardez
beroul, p. 109, v. 3559	jor ne sejorna Tant qu'il vint la don il torna. Reconté a sa	chevauchie_|chevauchée|_NOMcom	A celui qui mot en fu lie, Du roi Artur et de Tristran.
beroul, p. 115, v. 3743	Qant il se fu iluec assis, Li rois Marc, fiers et posteïs,	Chevaucha_|chevaucha|_VERcjg	fort vers le taier. Tristran l'aqeut a essaier S'il porra rien avoir
beroul, p. 121, v. 3939	fait senblant de choier, Grant chiere fai de soi doloir. Yseut la bele	chevaucha_|chevaucher|_VERcjg	, Janbe deça, janbe dela. Dist l'un a l'autre : «
beroul, p. 121, v. 3943	dela. Dist l'un a l'autre : « Or esgardez Vez la roïne	chevauchier_|chevaucher|_VERinf	Un malade qui seut clochier. Pres qu'il ne chiet de sor la planche
eracle, p. 188, v. 6109	passer, et li pluisor qui illuec erent lor vestimens illuec gieterent ; et si	cevalca_|cevalca|_VERcjg	Nostre Sire le plus vil bieste c'on puist dire, por demoustrer humelité qui
